Date,SAP.DE,RHM.DE,HSBA.L,BAB.L,IBM,ASML.AS,JNJ,GOOGL,AAPL,MSFT
2023-01-02,97.41999816894531,196.9499969482422,,,,516.9000244140625,,,,
2023-01-03,98.51000213623047,200.5,529.9000244140625,290.6000061035156,141.5500030517578,520.2999877929688,178.19000244140625,89.12000274658203,125.06999969482422,239.5800018310547
2023-01-04,100.69999694824219,199.0,543.5,293.3999938964844,142.60000610351562,537.0,180.1300048828125,88.08000183105469,126.36000061035156,229.10000610351562
2023-01-05,100.83999633789062,202.10000610351562,565.2999877929688,294.79998779296875,141.11000061035156,539.9000244140625,178.8000030517578,86.19999694824219,125.0199966430664,222.30999755859375
2023-01-06,102.33999633789062,209.39999389648438,568.5999755859375,297.3999938964844,143.6999969482422,551.5,180.25,87.33999633789062,129.6199951171875,224.92999267578125
2023-01-09,104.55999755859375,213.0,563.2000122070312,290.0,143.5500030517578,586.5999755859375,175.5800018310547,88.0199966430664,130.14999389648438,227.1199951171875
2023-01-10,104.68000030517578,211.60000610351562,564.0999755859375,290.0,144.8000030517578,582.7000122070312,175.16000366210938,88.41999816894531,130.72999572753906,228.85000610351562
2023-01-11,106.63999938964844,208.1999969482422,569.5999755859375,295.0,145.25999450683594,592.7000122070312,174.8800048828125,91.5199966430664,133.49000549316406,235.77000427246094
2023-01-12,106.73999786376953,213.0,581.7999877929688,298.20001220703125,145.5500030517578,599.4000244140625,174.0,91.12999725341797,133.41000366210938,238.50999450683594
2023-01-13,107.63999938964844,210.10000610351562,591.2000122070312,298.3999938964844,145.88999938964844,604.7000122070312,173.42999267578125,92.12000274658203,134.75999450683594,239.22999572753906
2023-01-16,107.41999816894531,215.89999389648438,596.0999755859375,301.0,,607.2000122070312,,,,
2023-01-17,107.30000305175781,221.3000030517578,591.2000122070312,302.6000061035156,145.19000244140625,606.4000244140625,172.36000061035156,91.29000091552734,135.94000244140625,240.35000610351562
2023-01-18,109.0,220.89999389648438,590.7000122070312,304.20001220703125,140.41000366210938,613.5999755859375,169.75999450683594,91.12000274658203,135.2100067138672,235.80999755859375
2023-01-19,106.5,223.1999969482422,585.5,300.3999938964844,140.6199951171875,590.5999755859375,169.52999877929688,93.05000305175781,135.27000427246094,231.92999267578125
